application_id,age,gender,marital_status,education,employment_type,annual_income,credit_score,existing_loans_count,loan_amount,loan_term_months,loan_purpose,region,application_date,approval_status,default_flag
LN101562,32,Male,Married,Graduate,Self-Employed,913200.0,690.0,2,165100.0,60,Education,South,2024-01-23,Approved,0
LN101752,49,Male,Divorced,Graduate,Salaried,85500.0,615.0,4,38700.0,36,Auto,Central,2024-11-09,Approved,0
LN101605,61,Male,Married,Post Graduate,Salaried,79600.0,645.0,0,49900.0,36,Education,North,2024-10-03,Rejected,
LN100343,44,Male,Divorced,Graduate,Business Owner,42600.0,535.0,0,18500.0,36,Debt Consolidation,East,2024-08-04,Rejected,
LN103176,48,Female,Divorced,Graduate,Salaried,85100.0,542.0,2,47500.0,60,Personal,Central,2024-10-20,Rejected,
LN102341,38,Male,Married,Post Graduate,Salaried,669400.0,735.0,1,276900.0,36,Education,East,2023-05-06,Approved,0
LN102412,62,Female,Married,Graduate,Salaried,58600.0,703.0,3,34400.0,36,Debt Consolidation,West,2023-03-18,Rejected,
LN102226,60,Male,Married,Not Graduate,Salaried,56800.0,618.0,0,13900.0,36,Debt Consolidation,South,2024-01-26,Rejected,
LN102707,34,Male,Divorced,Not Graduate,Self-Employed,44900.0,708.0,3,22500.0,36,Auto,West,2024-09-25,Rejected,
LN100996,44,Male,Married,Post Graduate,Salaried,70100.0,601.0,1,29200.0,24,Education,East,2024-09-13,Rejected,
LN102062,27,Male,Single,Post Graduate,Salaried,81700.0,761.0,3,31900.0,48,Medical,East,2023-11-17,Approved,0
LN101110,49,Male,Widowed,Post Graduate,Business Owner,73500.0,630.0,0,39200.0,36,Auto,South,2023-11-03,Approved,0
LN102213,26,Male,Married,Not Graduate,Salaried,60700.0,564.0,4,17100.0,36,Education,West,2023-06-11,Rejected,
LN101359,37,Female,Divorced,Graduate,Salaried,45000.0,557.0,1,12800.0,36,Business,West,2024-03-09,Rejected,
LN102107,27,Female,Married,Post Graduate,Salaried,74800.0,677.0,0,28000.0,36,Home Improvement,South,2024-07-15,Approved,0
LN100709,41,Male,Married,Graduate,Salaried,53500.0,560.0,0,21500.0,60,Business,Central,2023-08-12,Rejected,
LN101878,53,Female,Single,Graduate,Business Owner,62200.0,570.0,0,34400.0,36,Debt Consolidation,South,2023-06-19,Rejected,
LN102724,56,Male,Single,Post Graduate,Self-Employed,102100.0,612.0,4,58500.0,24,Education,West,2023-03-24,Approved,0
LN101378,43,Female,Single,Graduate,Salaried,70600.0,592.0,4,15700.0,48,Home Improvement,South,2023-06-02,Rejected,
LN100424,39,Female,Married,Graduate,Business Owner,55800.0,617.0,1,20900.0,48,Personal,Central,2024-04-11,Approved,0
LN100292,63,Female,Single,Graduate,Salaried,96700.0,690.0,0,38900.0,60,Business,West,2023-11-21,Rejected,
LN101065,38,Female,Single,Not Graduate,Salaried,64500.0,657.0,0,27000.0,48,Home Improvement,East,2023-10-09,Rejected,
LN102377,27,Male,Widowed,Graduate,Salaried,35400.0,640.0,4,7800.0,48,Medical,South,2023-01-31,Rejected,
LN101638,29,Male,Divorced,Not Graduate,Self-Employed,60800.0,625.0,0,29500.0,36,Debt Consolidation,North,2024-03-03,Rejected,
LN102477,28,Female,Married,Graduate,Salaried,80600.0,717.0,0,16800.0,60,Medical,South,2024-09-04,Approved,0
LN101012,32,Female,Married,Post Graduate,Self-Employed,98400.0,742.0,0,58300.0,12,Business,West,2024-03-30,Approved,0
LN102127,49,Male,Divorced,Post Graduate,Salaried,35100.0,555.0,2,20400.0,24,Personal,North,2023-02-17,Rejected,
LN101717,38,Male,Married,Graduate,Business Owner,32500.0,534.0,0,5900.0,36,Medical,West,2024-03-02,Approved,1
LN100937,27,Male,Married,Graduate,Business Owner,86000.0,554.0,4,12900.0,60,Education,East,2024-07-23,Rejected,
LN100834,59,Female,Single,Graduate,Salaried,68200.0,562.0,3,34000.0,24,Business,North,2023-11-17,Approved,0
LN102797,46,Female,Married,Graduate,Self-Employed,30000.0,708.0,1,13800.0,36,Debt Consolidation,South,2024-06-17,Approved,0
LN100254,50,Male,Married,Not Graduate,Business Owner,74600.0,531.0,3,26700.0,36,Debt Consolidation,West,2024-05-11,Rejected,
LN101482,34,Female,Married,Post Graduate,Salaried,80500.0,657.0,2,34100.0,36,Debt Consolidation,East,2023-12-22,Rejected,
LN103172,40,Male,Married,Post Graduate,Salaried,68400.0,772.0,2,17700.0,48,Debt Consolidation,West,2024-07-26,Approved,0
LN101407,60,Male,Single,Graduate,Business Owner,49300.0,604.0,2,28000.0,36,Business,East,2024-03-24,Rejected,
LN103105,34,Male,Single,Graduate,Self-Employed,52200.0,675.0,0,33500.0,48,Education,West,2023-02-26,Rejected,
LN102184,49,Female,Single,Graduate,Self-Employed,71900.0,714.0,4,33200.0,36,Medical,East,2023-06-23,Rejected,
LN100723,26,Male,Married,Not Graduate,Business Owner,60400.0,655.0,4,26700.0,48,Auto,West,2024-02-29,Rejected,
LN100969,22,Female,Married,Not Graduate,Salaried,66300.0,591.0,1,15800.0,60,Auto,Central,2023-04-07,Rejected,
LN100496,26,Male,Widowed,Graduate,Business Owner,105900.0,597.0,2,60400.0,60,Home Improvement,West,2023-11-09,Rejected,
LN100950,25,Female,Single,Graduate,Salaried,72700.0,751.0,3,18500.0,60,Education,South,2024-04-15,Approved,0
LN100805,56,Male,Married,Not Graduate,Salaried,62100.0,648.0,4,20600.0,48,Debt Consolidation,North,2023-10-06,Rejected,
LN101829,65,Female,Married,Not Graduate,Salaried,67800.0,730.0,0,37700.0,24,Personal,South,2023-03-05,Rejected,
LN102177,42,Male,Single,Not Graduate,Business Owner,115400.0,655.0,3,71800.0,48,Personal,North,2023-06-14,Approved,0
LN101739,30,Female,Married,Not Graduate,Salaried,40300.0,678.0,1,16300.0,12,Debt Consolidation,Central,2024-01-06,Rejected,
LN100337,35,Female,Single,Graduate,Salaried,55600.0,598.0,4,10200.0,24,Auto,West,2024-11-16,Rejected,
LN100730,53,Female,Single,Graduate,Business Owner,46500.0,620.0,3,10000.0,48,Medical,West,2023-07-20,Approved,0
LN100608,64,Male,Single,Graduate,Salaried,60100.0,470.0,4,37500.0,48,Business,North,2023-01-02,Rejected,
LN101148,52,Female,Single,Graduate,Salaried,93200.0,584.0,1,29000.0,24,Education,South,2023-07-22,Rejected,
LN102243,26,Female,Single,Graduate,Business Owner,52400.0,708.0,3,22800.0,36,Debt Consolidation,West,2023-04-12,Rejected,
LN101713,54,Female,Married,Not Graduate,Salaried,51600.0,758.0,1,21200.0,48,Auto,Central,2024-05-28,Approved,0
LN103187,39,Female,Divorced,Not Graduate,Salaried,59800.0,756.0,1,10200.0,24,Medical,South,2024-06-28,Rejected,
LN100909,25,Female,Married,Graduate,Salaried,101100.0,612.0,4,57900.0,48,Medical,North,2024-11-10,Rejected,
LN102632,62,Female,Married,Post Graduate,Self-Employed,88600.0,785.0,1,38000.0,48,Home Improvement,North,2024-02-17,Approved,0
LN102151,35,Female,Widowed,Post Graduate,Business Owner,72000.0,541.0,4,13600.0,36,Home Improvement,West,2023-10-27,Rejected,
LN102010,43,Female,Single,Not Graduate,Business Owner,58100.0,658.0,3,13600.0,48,Personal,South,2023-12-29,Rejected,
LN102491,32,Female,Single,Graduate,Self-Employed,42000.0,570.0,4,6400.0,12,Business,Central,2024-02-17,Rejected,
LN101810,32,Female,Married,Graduate,Self-Employed,73200.0,685.0,1,34300.0,36,Business,North,2023-03-07,Rejected,
LN101994,54,Male,Married,Graduate,Salaried,44300.0,728.0,1,24300.0,24,Debt Consolidation,North,2023-04-16,Approved,0
LN100719,47,Female,Married,Graduate,Self-Employed,50700.0,664.0,0,15400.0,36,Medical,West,2023-04-25,Rejected,
LN102824,48,Female,Married,Graduate,Self-Employed,61200.0,513.0,4,13700.0,36,Education,North,2023-10-29,Rejected,
LN101569,65,Female,Married,Not Graduate,Salaried,69400.0,632.0,0,28800.0,84,Debt Consolidation,North,2023-07-03,Approved,0
LN102275,40,Male,Married,Graduate,Self-Employed,63500.0,621.0,2,37800.0,36,Education,East,2023-04-24,Rejected,
LN100434,40,Male,Married,Not Graduate,Self-Employed,67000.0,615.0,1,28300.0,24,Auto,North,2024-08-01,Rejected,
LN101299,22,Female,Single,Graduate,Salaried,56600.0,571.0,2,11900.0,36,Debt Consolidation,East,2024-12-09,Rejected,
LN102174,31,Female,Married,Graduate,Salaried,95600.0,659.0,1,53800.0,48,Business,South,2023-06-21,Approved,0
LN100405,43,Male,Single,Post Graduate,Salaried,42900.0,667.0,1,26700.0,24,Business,North,2023-02-14,Approved,0
LN102823,64,Male,Single,Graduate,Salaried,71600.0,542.0,0,23400.0,12,Auto,East,2024-12-23,Approved,0
LN100821,50,Male,Single,Graduate,Self-Employed,70300.0,637.0,4,10800.0,84,Auto,North,2024-05-01,Rejected,
LN102759,40,Female,Divorced,Post Graduate,Salaried,70800.0,523.0,3,13800.0,60,Business,South,2024-06-15,Rejected,
LN101789,54,Male,Married,Post Graduate,Salaried,89900.0,561.0,3,18700.0,24,Education,East,2023-11-12,Approved,0
LN103107,37,Female,Married,Graduate,Salaried,70700.0,564.0,3,11700.0,48,Education,South,2023-03-31,Rejected,
LN102351,54,Female,Married,Graduate,Business Owner,77600.0,668.0,1,43800.0,36,Education,East,2023-05-06,Rejected,
LN102315,21,Male,Divorced,Post Graduate,Business Owner,80600.0,612.0,4,34800.0,24,Debt Consolidation,North,2023-07-21,Rejected,
LN101858,44,Male,Married,Not Graduate,Salaried,70200.0,537.0,2,39700.0,60,Auto,West,2024-05-08,Rejected,
LN101557,55,Male,Divorced,Not Graduate,Salaried,32000.0,544.0,0,8300.0,48,Auto,East,2023-03-04,Rejected,
LN100545,23,Female,Single,Not Graduate,Business Owner,63500.0,758.0,4,13400.0,60,Medical,South,2023-04-14,Rejected,
LN100212,56,Female,Single,Not Graduate,Business Owner,42800.0,744.0,0,20100.0,60,Debt Consolidation,West,2023-04-17,Rejected,
LN100896,43,Female,Single,Graduate,Salaried,49900.0,690.0,3,13400.0,24,Auto,South,2023-08-26,Rejected,
LN101941,32,Female,Single,Graduate,Salaried,14500.0,774.0,4,5700.0,36,Auto,North,2023-02-02,Approved,0
LN101891,32,Male,Single,Not Graduate,Self-Employed,49000.0,809.0,3,9700.0,60,Auto,West,2024-03-24,Approved,0
LN100916,45,Male,Married,Not Graduate,Salaried,46100.0,718.0,4,15200.0,60,Education,South,2024-04-20,Rejected,
LN102723,37,Male,Single,Graduate,Salaried,70800.0,850.0,0,12800.0,36,Debt Consolidation,South,2023-04-10,Approved,0
LN101289,48,Male,Married,Graduate,Salaried,31600.0,722.0,2,7200.0,36,Home Improvement,East,2023-07-11,Approved,0
LN100814,56,Female,Married,Post Graduate,Salaried,112200.0,709.0,2,60400.0,36,Home Improvement,North,2023-04-26,Rejected,
LN101265,22,Male,Divorced,Not Graduate,Business Owner,63300.0,564.0,2,12400.0,36,Home Improvement,West,2024-02-12,Rejected,
LN100342,48,Male,Single,Not Graduate,Self-Employed,31600.0,680.0,2,8000.0,24,Auto,North,2024-09-30,Approved,0
LN102597,53,Male,Single,Graduate,Salaried,69100.0,729.0,4,38200.0,60,Business,West,2024-01-11,Rejected,
LN101410,23,Male,Single,Graduate,Self-Employed,72600.0,602.0,0,46200.0,24,Medical,West,2023-07-04,Rejected,
LN101214,24,Male,Married,Graduate,Salaried,72200.0,782.0,2,29400.0,48,Business,Central,2024-10-13,Approved,0
LN100966,48,Male,Single,Not Graduate,Self-Employed,59600.0,721.0,1,9000.0,48,Auto,South,2023-09-03,Rejected,
LN101230,57,Male,Single,Graduate,Salaried,56400.0,664.0,2,13200.0,48,Personal,North,2023-09-05,Rejected,
LN102343,54,Female,Single,Post Graduate,Salaried,97000.0,736.0,4,14700.0,12,Debt Consolidation,South,2024-03-17,Approved,0
LN100695,32,Male,Single,Graduate,Salaried,97100.0,556.0,2,51400.0,48,Education,North,2024-01-13,Rejected,
LN102121,63,Female,Married,Graduate,Salaried,70100.0,696.0,3,16100.0,48,Personal,West,2024-02-13,Rejected,
LN100605,45,Female,Married,Graduate,Self-Employed,16200.0,655.0,1,7200.0,48,Medical,South,2023-01-22,Rejected,
LN100104,56,Female,Married,Not Graduate,Business Owner,52600.0,627.0,1,27400.0,36,Personal,South,2024-07-20,Approved,0
LN100645,43,Male,Single,Graduate,Self-Employed,86000.0,783.0,1,52500.0,24,Personal,Central,2023-11-02,Approved,0
LN101404,28,Male,Single,Not Graduate,Salaried,42200.0,588.0,3,12700.0,60,Medical,West,2023-10-19,Rejected,
LN100494,34,Female,Married,Not Graduate,Salaried,59500.0,519.0,4,12800.0,60,Medical,West,2023-12-29,Rejected,
LN102487,23,Female,Single,Graduate,Salaried,41600.0,744.0,3,26500.0,36,Debt Consolidation,South,2023-01-04,Rejected,
LN101019,26,Female,Married,Post Graduate,Self-Employed,95200.0,603.0,2,49500.0,36,Auto,West,2023-06-20,Rejected,
LN100091,57,Female,Single,Graduate,Salaried,65800.0,621.0,1,32300.0,36,Home Improvement,North,2023-04-19,Approved,0
LN101112,29,Male,Married,Graduate,Salaried,51200.0,720.0,3,23500.0,60,Home Improvement,West,2024-12-20,Rejected,
LN102991,49,Female,Married,Not Graduate,Business Owner,55100.0,664.0,4,23100.0,60,Debt Consolidation,East,2023-02-12,Rejected,
LN100908,37,Female,Single,Graduate,Salaried,61500.0,607.0,2,24200.0,84,Home Improvement,East,2024-09-08,Rejected,
LN101474,64,Male,Single,Graduate,Salaried,66300.0,680.0,0,12300.0,48,Business,North,2024-02-05,Approved,0
LN101741,54,Female,Single,Graduate,Self-Employed,67800.0,850.0,0,11800.0,24,Home Improvement,South,2023-05-16,Approved,0
LN102150,35,Male,Married,Graduate,Business Owner,91200.0,787.0,3,25100.0,36,Debt Consolidation,West,2024-10-03,Approved,0
LN100238,34,Female,Divorced,Not Graduate,Business Owner,26800.0,627.0,1,4100.0,36,Auto,North,2024-12-13,Rejected,
LN100942,62,Male,Married,Graduate,Business Owner,72200.0,662.0,1,39300.0,12,Personal,East,2024-11-13,Rejected,
LN101270,37,Female,Divorced,Graduate,Business Owner,90200.0,743.0,1,37100.0,36,Home Improvement,South,2024-02-10,Rejected,
LN100938,41,Male,Divorced,Graduate,Business Owner,61300.0,618.0,4,36300.0,84,Business,East,2023-11-18,Rejected,
LN101424,32,Male,Married,Not Graduate,Salaried,56700.0,614.0,4,18700.0,24,Home Improvement,North,2024-10-22,Rejected,
LN101862,59,Male,Single,Graduate,Self-Employed,15300.0,711.0,1,5800.0,84,Auto,Central,2024-06-30,Approved,0
LN101669,53,Male,Divorced,Post Graduate,Salaried,52800.0,670.0,3,22600.0,48,Education,South,2023-02-14,Approved,0
LN100005,59,Male,Married,Not Graduate,Salaried,52600.0,729.0,4,22700.0,24,Business,South,2024-07-22,Approved,0
LN100247,39,Female,Divorced,Graduate,Salaried,43300.0,734.0,2,21000.0,60,Debt Consolidation,North,2023-12-29,Approved,0
LN100018,58,Female,Married,Graduate,Self-Employed,770800.0,592.0,2,120000.0,24,Debt Consolidation,West,2024-02-08,Approved,0
LN102169,65,Female,Married,Graduate,Salaried,72400.0,604.0,0,13000.0,24,Education,West,2023-01-23,Approved,0
LN101970,58,Female,Single,Not Graduate,Salaried,79300.0,546.0,0,36800.0,36,Business,East,2024-08-31,Rejected,
LN102709,60,Female,Married,Not Graduate,Salaried,95200.0,559.0,3,60100.0,12,Debt Consolidation,North,2024-08-16,Rejected,
LN102232,63,Male,Single,Graduate,Salaried,47800.0,698.0,1,26600.0,36,Education,South,2024-05-18,Rejected,
LN102322,36,Male,Widowed,Graduate,Self-Employed,55300.0,723.0,0,24700.0,24,Auto,North,2023-08-15,Approved,0
LN102481,59,Male,Single,Graduate,Salaried,96400.0,707.0,2,15200.0,12,Debt Consolidation,East,2024-12-18,Approved,0
LN100811,60,Male,Married,Post Graduate,Salaried,60700.0,782.0,1,24700.0,48,Debt Consolidation,South,2024-06-08,Rejected,
LN101300,55,Male,Married,Not Graduate,Business Owner,42800.0,711.0,4,7800.0,24,Personal,East,2024-03-29,Approved,1
LN101335,65,Female,Single,Post Graduate,Salaried,73200.0,768.0,2,28800.0,84,Personal,North,2023-09-17,Approved,0
LN103092,53,Female,Single,Not Graduate,Self-Employed,105400.0,709.0,3,36300.0,12,Personal,Central,2024-01-13,Approved,0
LN100260,56,Female,Single,Graduate,Self-Employed,58700.0,484.0,0,36500.0,36,Home Improvement,West,2024-05-31,Rejected,
LN101804,26,Male,Married,Graduate,Self-Employed,60300.0,837.0,0,19000.0,48,Auto,South,2024-03-21,Approved,0
LN101570,24,Female,Divorced,Graduate,Self-Employed,41600.0,595.0,4,14400.0,36,Personal,East,2024-02-26,Rejected,
LN102229,65,Female,Divorced,Graduate,Salaried,55300.0,667.0,0,34000.0,60,Business,North,2024-10-18,Rejected,
LN100184,43,Male,Single,Graduate,Salaried,55800.0,655.0,4,17900.0,24,Education,Central,2023-05-03,Rejected,
LN102454,58,Female,Married,Graduate,Salaried,104000.0,754.0,0,15900.0,84,Medical,East,2023-03-01,Approved,0
LN101743,22,Male,Married,Not Graduate,Business Owner,34700.0,673.0,0,22200.0,48,Home Improvement,East,2024-01-02,Rejected,
LN102913,31,Male,Single,Not Graduate,Salaried,62100.0,527.0,0,19700.0,36,Medical,East,2024-06-29,Rejected,
LN101630,46,Female,Married,Not Graduate,Salaried,97600.0,689.0,2,15800.0,36,Business,Central,2024-06-20,Approved,0
LN101716,50,Female,Married,Graduate,Self-Employed,71500.0,528.0,0,39200.0,36,Medical,East,2024-12-21,Rejected,
LN100520,37,Male,Single,Not Graduate,Salaried,27200.0,694.0,1,17100.0,84,Education,South,2024-01-05,Approved,0
LN102428,54,Female,Single,Graduate,Business Owner,66900.0,720.0,3,19500.0,36,Business,South,2023-11-02,Approved,0
LN101658,58,Female,Married,Post Graduate,Business Owner,100100.0,768.0,3,25400.0,48,Auto,South,2024-01-21,Approved,0
LN101612,51,Female,Married,Not Graduate,Salaried,72300.0,630.0,3,21300.0,60,Personal,Central,2023-03-16,Approved,0
LN102475,40,Male,Married,Graduate,Salaried,18200.0,725.0,2,8300.0,36,Debt Consolidation,West,2023-03-09,Rejected,
LN102126,34,Male,Single,Graduate,Business Owner,77700.0,641.0,1,19100.0,24,Debt Consolidation,West,2023-03-15,Rejected,
LN103183,23,Female,Widowed,Post Graduate,Salaried,67100.0,647.0,0,43500.0,36,Debt Consolidation,Central,2024-05-17,Rejected,
LN100607,44,Female,Single,Not Graduate,Self-Employed,64900.0,508.0,3,37000.0,36,Home Improvement,West,2023-12-26,Approved,1
LN100230,41,Female,Single,Graduate,Salaried,36000.0,649.0,2,19600.0,36,Education,West,2024-09-03,Rejected,
LN100331,37,Female,Single,Not Graduate,Salaried,12000.0,552.0,0,6500.0,84,Education,North,2023-03-16,Rejected,
LN101440,56,Male,Married,Not Graduate,Self-Employed,30600.0,647.0,2,10100.0,36,Education,South,2024-11-16,Approved,0
LN101927,26,Male,Single,Graduate,Salaried,70900.0,735.0,2,29200.0,36,Education,East,2024-04-08,Approved,0
LN101091,41,Male,Married,Not Graduate,Business Owner,44300.0,678.0,4,22900.0,12,Medical,West,2024-01-04,Rejected,
LN101101,42,Female,Single,Not Graduate,Self-Employed,421400.0,552.0,2,116100.0,36,Medical,North,2024-10-04,Approved,0
LN101129,50,Male,Single,Not Graduate,Self-Employed,85900.0,692.0,1,15900.0,84,Medical,West,2024-10-22,Approved,0
LN100461,27,Male,Married,Not Graduate,Salaried,39000.0,702.0,1,17200.0,48,Personal,North,2024-07-16,Rejected,
LN100958,64,Female,Single,Graduate,Salaried,87400.0,635.0,4,15800.0,48,Home Improvement,North,2024-11-16,Rejected,
LN101662,29,Male,Married,Graduate,Salaried,73100.0,643.0,0,34500.0,24,Personal,North,2024-10-14,Rejected,
LN100559,59,Male,Married,Post Graduate,Self-Employed,49000.0,621.0,1,14100.0,60,Personal,Central,2023-09-30,Approved,1
LN102894,32,Male,Single,Not Graduate,Salaried,64900.0,549.0,1,9700.0,84,Debt Consolidation,East,2023-10-03,Rejected,
LN102738,43,Female,Single,Not Graduate,Self-Employed,61700.0,740.0,2,37300.0,36,Personal,South,2023-09-30,Approved,0
LN102999,50,Male,Single,Post Graduate,Self-Employed,72500.0,590.0,3,41400.0,84,Education,West,2024-02-21,Rejected,
LN101519,41,Male,Married,Graduate,Salaried,80900.0,596.0,3,45400.0,24,Auto,South,2024-06-18,Rejected,
LN102140,52,Male,Married,Graduate,Salaried,28000.0,584.0,1,11700.0,60,Home Improvement,South,2024-11-11,Rejected,
LN103090,36,Female,Married,Not Graduate,Business Owner,75400.0,736.0,1,28700.0,48,Personal,West,2024-02-07,Approved,0
LN102032,25,Female,Single,Not Graduate,Self-Employed,44500.0,742.0,2,18300.0,60,Business,West,2024-03-22,Rejected,
LN102484,36,Female,Divorced,Graduate,Salaried,42200.0,685.0,3,20000.0,36,Personal,Central,2024-07-11,Rejected,
LN102538,44,Female,Single,Not Graduate,Salaried,54400.0,634.0,2,29600.0,12,Debt Consolidation,East,2024-06-23,Rejected,
LN102097,59,Male,Single,Post Graduate,Salaried,49800.0,630.0,1,31400.0,24,Business,Central,2024-09-16,Rejected,
LN103031,33,Female,Married,Graduate,Salaried,54800.0,824.0,4,31900.0,60,Education,Central,2024-03-30,Approved,0
LN100069,42,Male,Married,Post Graduate,Salaried,79800.0,696.0,4,35500.0,36,Debt Consolidation,North,2023-09-24,Approved,0
LN101572,54,Female,Widowed,Graduate,Self-Employed,68300.0,675.0,4,29400.0,36,Home Improvement,Central,2024-06-24,Rejected,
LN100808,38,Male,Married,Post Graduate,Business Owner,70600.0,781.0,2,32400.0,36,Debt Consolidation,North,2023-03-02,Approved,0
LN100011,64,Female,Married,Not Graduate,Business Owner,55500.0,708.0,1,10800.0,12,Home Improvement,West,2024-02-02,Approved,0
LN102025,42,Female,Married,Graduate,Salaried,33400.0,565.0,2,7200.0,12,Personal,South,2024-05-05,Rejected,
LN102192,33,Male,Divorced,Graduate,Business Owner,51700.0,646.0,2,32900.0,12,Auto,Central,2023-02-27,Rejected,
LN100917,56,Male,Widowed,Graduate,Business Owner,58000.0,624.0,0,9400.0,12,Debt Consolidation,East,2023-01-19,Rejected,
LN101451,22,Male,Married,Graduate,Business Owner,82200.0,605.0,0,53200.0,60,Debt Consolidation,Central,2024-04-20,Approved,0
LN102687,46,Male,Single,Post Graduate,Business Owner,111500.0,711.0,4,62200.0,48,Business,Central,2023-02-09,Approved,0
LN100176,53,Female,Married,Not Graduate,Business Owner,45400.0,481.0,1,22200.0,60,Debt Consolidation,West,2024-12-16,Rejected,
LN100994,44,Male,Married,Graduate,Salaried,67300.0,541.0,3,37600.0,24,Personal,Central,2023-02-24,Rejected,
LN102488,44,Male,Married,Post Graduate,Salaried,100100.0,650.0,1,25600.0,48,Medical,South,2024-07-13,Rejected,
LN102569,62,Female,Divorced,Post Graduate,Salaried,107400.0,767.0,3,30300.0,24,Personal,West,2023-12-06,Approved,0
LN101255,24,Female,Single,Graduate,Business Owner,60800.0,586.0,4,21300.0,24,Personal,East,2023-05-11,Rejected,
LN101664,44,Male,Married,Graduate,Salaried,91100.0,817.0,4,58100.0,84,Auto,East,2024-11-12,Approved,0
LN102191,39,Male,Single,Graduate,Business Owner,118000.0,615.0,0,64000.0,48,Auto,North,2023-07-29,Approved,1
LN102801,41,Female,Widowed,Graduate,Business Owner,72700.0,604.0,0,43700.0,48,Medical,North,2023-04-12,Approved,0
LN102567,49,Male,Married,Post Graduate,Salaried,67500.0,810.0,3,30900.0,60,Debt Consolidation,Central,2023-03-25,Approved,0
LN102870,33,Female,Widowed,Graduate,Business Owner,93700.0,710.0,2,56100.0,24,Auto,West,2024-11-28,Rejected,
LN101790,47,Male,Single,Graduate,Self-Employed,102600.0,638.0,4,29900.0,48,Personal,East,2023-06-12,Approved,0
LN102476,44,Female,Married,Graduate,Self-Employed,56500.0,807.0,0,18900.0,48,Debt Consolidation,Central,2024-10-31,Approved,0
LN102660,40,Female,Married,Graduate,Self-Employed,71600.0,818.0,2,12700.0,36,Home Improvement,North,2024-04-20,Approved,0
LN100156,26,Male,Divorced,Post Graduate,Self-Employed,68900.0,722.0,0,22700.0,48,Home Improvement,North,2023-08-04,Approved,0
LN102587,35,Male,Single,Post Graduate,Salaried,68300.0,648.0,3,32300.0,36,Debt Consolidation,East,2023-02-03,Rejected,
LN101460,56,Female,Divorced,Post Graduate,Salaried,99200.0,730.0,2,15700.0,48,Business,West,2023-11-26,Approved,1
LN102046,41,Male,Single,Not Graduate,Salaried,70700.0,536.0,4,17300.0,48,Home Improvement,South,2023-03-19,Rejected,
LN101850,24,Female,Married,Graduate,Salaried,77200.0,765.0,2,47400.0,36,Medical,Central,2023-03-13,Approved,0
LN102509,26,Female,Married,Not Graduate,Salaried,60100.0,654.0,3,22600.0,60,Auto,Central,2023-07-02,Approved,1
LN102624,62,Male,Married,Graduate,Salaried,63000.0,778.0,4,36500.0,36,Medical,South,2023-04-11,Rejected,
LN102303,60,Female,Single,Not Graduate,Salaried,46900.0,620.0,3,26100.0,24,Debt Consolidation,South,2024-02-20,Rejected,
LN102005,26,Male,Married,Graduate,Self-Employed,54700.0,592.0,0,15500.0,36,Business,South,2024-09-13,Rejected,
LN101185,34,Female,Single,Post Graduate,Salaried,47700.0,600.0,4,22900.0,24,Debt Consolidation,East,2024-04-18,Rejected,
LN101006,59,Female,Married,Graduate,Salaried,65200.0,571.0,3,23300.0,36,Debt Consolidation,South,2023-04-15,Approved,0
LN102256,56,Female,Divorced,Post Graduate,Salaried,95300.0,649.0,1,48700.0,24,Education,South,2023-06-07,Approved,1
LN100910,55,Female,Married,Graduate,Self-Employed,44200.0,568.0,4,26100.0,24,Debt Consolidation,Central,2023-11-26,Approved,0
LN101311,36,Male,Married,Not Graduate,Salaried,37900.0,594.0,0,24000.0,48,Business,North,2023-09-30,Rejected,
LN102049,50,Male,Widowed,Not Graduate,Salaried,59200.0,699.0,3,37800.0,60,Medical,South,2024-03-14,Rejected,
LN100269,47,Female,Married,Graduate,Business Owner,82100.0,622.0,4,43800.0,60,Business,East,2023-07-14,Rejected,
LN101993,49,Male,Married,Graduate,Salaried,54500.0,465.0,4,32700.0,36,Debt Consolidation,Central,2024-06-30,Rejected,
LN100265,47,Male,Married,Post Graduate,Business Owner,38100.0,755.0,2,14400.0,24,Business,East,2023-06-16,Rejected,
LN100914,47,Male,Single,Graduate,Salaried,45700.0,729.0,3,9600.0,36,Medical,North,2024-05-05,Approved,0
LN102278,37,Male,Single,Graduate,Business Owner,74500.0,759.0,3,45000.0,60,Business,Central,2023-11-05,Approved,0
LN102231,24,Female,Single,Not Graduate,Self-Employed,23000.0,669.0,1,5100.0,24,Business,West,2024-02-19,Rejected,
LN103182,54,Female,Divorced,Not Graduate,Business Owner,37100.0,506.0,0,7200.0,36,Medical,West,2024-05-02,Rejected,
LN102912,42,Male,Married,Not Graduate,Self-Employed,48700.0,676.0,4,24000.0,48,Medical,North,2024-01-23,Rejected,
LN100873,26,Female,Married,Not Graduate,Salaried,16800.0,541.0,0,10300.0,48,Debt Consolidation,Central,2023-11-23,Approved,0
LN102093,29,Female,Single,Not Graduate,Salaried,13800.0,622.0,1,3000.0,48,Business,North,2024-08-27,Rejected,
LN102446,55,Male,Divorced,Post Graduate,Salaried,41200.0,596.0,0,8400.0,48,Education,South,2023-04-28,Rejected,
LN100475,56,Female,Married,Graduate,Salaried,81600.0,670.0,0,52400.0,60,Auto,South,2024-06-27,Rejected,
LN101652,23,Male,Married,Graduate,Salaried,77800.0,502.0,0,31200.0,36,Education,North,2023-07-26,Rejected,
LN101960,58,Female,Single,Graduate,Salaried,71700.0,685.0,1,30100.0,24,Home Improvement,South,2024-09-27,Approved,0
